Extracurricular_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,study_hours,sleep_hours,Academic Pressure,Financial Stress,Depression
0.1,2.6,8.2,3.58,Low,5,8,3.0,4.0,1
0.1,2.6,8.2,3.58,Low,5,8,4.0,2.0,0
1.1,2.3,6.7,3.27,High,8,6,3.0,2.0,0
1.1,2.3,6.7,3.27,High,8,6,5.0,5.0,1
1.1,2.3,6.7,3.27,High,8,6,5.0,5.0,1
1.1,2.3,6.7,3.27,High,8,6,3.0,1.0,0
1.1,2.3,6.7,3.27,High,8,6,3.0,1.0,1
1.1,2.3,6.7,3.27,High,8,6,3.0,4.0,1
1.6,0.6,4.0,3.2,High,9,9,4.0,1.0,1
1.6,0.6,4.0,3.2,High,9,9,3.0,5.0,1
0.4,3.6,8.9,2.76,High,5,6,5.0,4.0,1
0.4,3.6,8.9,2.76,High,5,6,3.0,2.0,1
0.4,3.6,8.9,2.76,High,5,6,4.0,1.0,1
3.0,2.3,1.6,2.92,High,8,9,1.0,3.0,0
3.3,0.1,2.3,3.24,High,10,9,4.0,5.0,0
3.3,0.1,2.3,3.24,High,10,9,4.0,2.0,1
3.3,0.1,2.3,3.24,High,10,9,1.0,3.0,1
3.3,0.1,2.3,3.24,High,10,9,4.0,5.0,1
2.8,1.1,7.1,2.88,Moderate,7,6,4.0,3.0,1
2.8,1.1,7.1,2.88,Moderate,7,6,4.0,2.0,1
3.3,4.4,3.6,2.85,High,7,6,4.0,1.0,0
1.2,1.8,5.8,2.88,Moderate,8,8,5.0,2.0,0
1.2,1.8,5.8,2.88,Moderate,8,8,1.0,4.0,0
1.2,1.8,5.8,2.88,Moderate,8,8,2.0,1.0,0
0.5,5.4,4.6,3.27,Low,6,8,4.0,4.0,1
0.5,5.4,4.6,3.27,Low,6,8,3.0,5.0,1
0.5,5.4,4.6,3.27,Low,6,8,4.0,4.0,1
0.5,5.4,4.6,3.27,Low,6,8,2.0,4.0,0
0.5,5.4,4.6,3.27,Low,6,8,1.0,3.0,0
2.9,5.6,0.5,3.06,Moderate,7,8,4.0,4.0,1
3.3,0.6,6.0,2.54,Low,5,9,3.0,5.0,1
2.3,5.6,3.7,2.9,Low,6,6,2.0,1.0,0
2.3,5.6,3.7,2.9,Low,6,6,3.0,5.0,1
2.3,5.6,3.7,2.9,Low,6,6,3.0,2.0,1
2.3,5.6,3.7,2.9,Low,6,6,3.0,4.0,1
2.3,5.6,3.7,2.9,Low,6,6,4.0,5.0,1
2.3,5.6,3.7,2.9,Low,6,6,2.0,1.0,0
3.9,4.6,0.1,2.98,High,9,6,4.0,5.0,1
3.9,4.6,0.1,2.98,High,9,6,2.0,2.0,1
3.9,4.6,0.1,2.98,High,9,6,2.0,1.0,0
0.5,5.6,2.7,3.1,Moderate,7,8,5.0,5.0,1
0.5,5.6,2.7,3.1,Moderate,7,8,5.0,5.0,1
0.5,5.6,2.7,3.1,Moderate,7,8,1.0,3.0,0
1.7,5.3,6.0,2.48,High,5,6,3.0,5.0,0
3.3,5.0,1.3,3.55,High,9,6,3.0,2.0,0
3.3,5.0,1.3,3.55,High,9,6,2.0,1.0,0
3.3,5.0,1.3,3.55,High,9,6,4.0,3.0,1
1.6,1.4,2.6,3.68,High,10,9,3.0,4.0,1
1.6,1.4,2.6,3.68,High,10,9,1.0,4.0,1
1.6,1.4,2.6,3.68,High,10,9,3.0,2.0,0
1.6,1.4,2.6,3.68,High,10,9,3.0,5.0,1
1.6,1.4,2.6,3.68,High,10,9,2.0,5.0,0
1.6,1.4,2.6,3.68,High,10,9,1.0,1.0,0
1.6,1.4,2.6,3.68,High,10,9,4.0,5.0,1
1.6,1.4,2.6,3.68,High,10,9,4.0,4.0,1
1.6,1.4,2.6,3.68,High,10,9,5.0,4.0,0
1.6,1.4,2.6,3.68,High,10,9,1.0,2.0,0
1.6,1.4,2.6,3.68,High,10,9,4.0,4.0,1
1.6,1.4,2.6,3.68,High,10,9,3.0,4.0,1
1.6,1.4,2.6,3.68,High,10,9,3.0,2.0,0
1.6,1.4,2.6,3.68,High,10,9,1.0,5.0,0
1.6,1.4,2.6,3.68,High,10,9,1.0,3.0,0
1.6,1.0,2.8,3.57,High,10,9,4.0,1.0,0
1.6,1.0,2.8,3.57,High,10,9,4.0,4.0,1
1.6,1.0,2.8,3.57,High,10,9,2.0,1.0,0
1.6,1.0,2.8,3.57,High,10,9,4.0,4.0,1
1.6,1.0,2.8,3.57,High,10,9,5.0,1.0,1
1.6,1.0,2.8,3.57,High,10,9,4.0,5.0,0
0.7,1.2,4.3,3.53,High,10,8,5.0,1.0,1
0.7,1.2,4.3,3.53,High,10,8,4.0,4.0,0
0.1,3.6,6.5,2.73,Low,6,8,2.0,5.0,0
0.1,3.6,6.5,2.73,Low,6,8,2.0,3.0,0
0.1,3.6,6.5,2.73,Low,6,8,5.0,5.0,1
0.1,3.6,6.5,2.73,Low,6,8,4.0,5.0,1
0.1,3.6,6.5,2.73,Low,6,8,3.0,5.0,1
0.2,2.4,7.0,2.98,Moderate,6,8,2.0,5.0,1
0.2,2.4,7.0,2.98,Moderate,6,8,1.0,2.0,0
0.9,5.6,2.3,3.01,Moderate,6,9,5.0,2.0,1
0.9,5.6,2.3,3.01,Moderate,6,9,2.0,1.0,0
0.9,5.6,2.3,3.01,Moderate,6,9,5.0,5.0,0
0.9,5.6,2.3,3.01,Moderate,6,9,3.0,3.0,0
0.9,5.6,2.3,3.01,Moderate,6,9,1.0,2.0,0
1.6,1.0,7.1,2.93,Moderate,7,8,3.0,2.0,0
1.6,1.0,7.1,2.93,Moderate,7,8,5.0,4.0,1
1.6,1.0,7.1,2.93,Moderate,7,8,5.0,4.0,1
1.6,0.3,6.9,2.88,Moderate,7,8,2.0,2.0,1
1.6,0.3,6.9,2.88,Moderate,7,8,1.0,4.0,1
1.6,0.3,6.9,2.88,Moderate,7,8,4.0,4.0,1
1.6,0.3,6.9,2.88,Moderate,7,8,4.0,4.0,1
1.6,1.2,7.5,2.52,Low,5,8,5.0,3.0,1
3.6,1.0,3.5,3.57,High,9,6,4.0,3.0,1
1.0,5.0,2.5,3.26,Moderate,7,8,5.0,5.0,1
1.0,5.0,2.5,3.26,Moderate,7,8,4.0,5.0,1
1.0,5.0,2.5,3.26,Moderate,7,8,3.0,5.0,1
1.0,5.0,2.5,3.26,Moderate,7,8,1.0,2.0,0
1.0,5.0,2.5,3.26,Moderate,7,8,4.0,5.0,1
0.6,2.2,5.5,3.15,Moderate,7,9,3.0,5.0,1
0.6,2.2,5.5,3.15,Moderate,7,9,5.0,5.0,0
0.6,2.2,5.5,3.15,Moderate,7,9,3.0,2.0,0
0.6,2.2,5.5,3.15,Moderate,7,9,5.0,2.0,1
0.6,2.2,5.5,3.15,Moderate,7,9,2.0,1.0,0
0.6,2.2,5.5,3.15,Moderate,7,9,1.0,1.0,0
0.6,2.2,5.5,3.15,Moderate,7,9,4.0,5.0,1
0.1,0.2,5.7,3.14,High,9,9,1.0,5.0,0
0.1,0.2,5.7,3.14,High,9,9,4.0,3.0,1
1.0,0.5,4.4,3.18,High,9,9,3.0,2.0,1
1.0,0.5,4.4,3.18,High,9,9,4.0,3.0,1
1.0,0.5,4.4,3.18,High,9,9,5.0,3.0,1
1.0,0.5,4.4,3.18,High,9,9,2.0,1.0,0
1.0,0.5,4.4,3.18,High,9,9,5.0,5.0,1
1.0,0.5,4.4,3.18,High,9,9,5.0,5.0,1
1.0,0.5,4.4,3.18,High,9,9,1.0,4.0,0
3.9,5.1,1.0,3.08,Low,6,8,5.0,2.0,1
2.4,3.0,2.2,2.96,Moderate,8,8,2.0,5.0,1
1.1,1.4,5.6,2.85,Moderate,7,9,3.0,3.0,1
1.1,1.4,5.6,2.85,Moderate,7,9,3.0,2.0,1
1.1,1.4,5.6,2.85,Moderate,7,9,5.0,5.0,1
1.1,1.4,5.6,2.85,Moderate,7,9,5.0,1.0,0
3.0,0.4,6.4,3.37,High,8,6,4.0,1.0,1
3.0,0.4,6.4,3.37,High,8,6,4.0,4.0,1
2.4,0.3,6.4,2.69,Low,6,9,4.0,1.0,0
0.3,0.2,12.1,2.55,Low,5,6,3.0,3.0,1
0.3,0.2,12.1,2.55,Low,5,6,5.0,4.0,1
1.6,4.3,2.8,3.49,High,10,6,3.0,3.0,1
1.6,4.3,2.8,3.49,High,10,6,1.0,4.0,0
1.6,4.3,2.8,3.49,High,10,6,4.0,1.0,1
1.6,4.3,2.8,3.49,High,10,6,2.0,1.0,0
1.6,4.3,2.8,3.49,High,10,6,3.0,4.0,1
3.6,2.0,0.9,2.9,High,8,9,2.0,3.0,0
3.6,2.0,0.9,2.9,High,8,9,2.0,5.0,1
3.6,2.0,0.9,2.9,High,8,9,5.0,2.0,1
3.8,0.0,5.3,3.08,High,8,6,4.0,3.0,1
2.5,0.1,5.1,3.1,High,8,8,5.0,3.0,1
2.5,0.1,5.1,3.1,High,8,8,5.0,4.0,1
2.5,0.1,5.1,3.1,High,8,8,4.0,3.0,1
1.3,3.2,2.6,3.11,High,9,8,1.0,5.0,1
1.6,4.7,3.6,2.64,Low,6,9,3.0,2.0,0
1.6,4.7,3.6,2.64,Low,6,9,1.0,3.0,0
1.6,4.7,3.6,2.64,Low,6,9,4.0,5.0,1
0.1,5.1,4.8,3.22,Moderate,6,8,4.0,3.0,0
0.1,5.1,4.8,3.22,Moderate,6,8,3.0,5.0,1
0.1,5.1,4.8,3.22,Moderate,6,8,5.0,5.0,1
0.1,5.1,4.8,3.22,Moderate,6,8,5.0,3.0,1
0.1,5.1,4.8,3.22,Moderate,6,8,5.0,3.0,1
0.1,5.1,4.8,3.22,Moderate,6,8,1.0,2.0,0
0.1,5.1,4.8,3.22,Moderate,6,8,2.0,4.0,1
0.1,5.1,4.8,3.22,Moderate,6,8,5.0,3.0,1
0.1,5.1,4.8,3.22,Moderate,6,8,1.0,1.0,0
0.1,5.1,4.8,3.22,Moderate,6,8,1.0,1.0,0
0.1,5.1,4.8,3.22,Moderate,6,8,2.0,5.0,0
0.1,5.1,4.8,3.22,Moderate,6,8,4.0,3.0,1
0.1,5.1,4.8,3.22,Moderate,6,8,1.0,4.0,0
0.1,5.1,4.8,3.22,Moderate,6,8,1.0,5.0,0
0.1,5.1,4.8,3.22,Moderate,6,8,1.0,2.0,0
0.1,5.1,4.8,3.22,Moderate,6,8,1.0,2.0,0
0.1,5.1,4.8,3.22,Moderate,6,8,3.0,3.0,1
0.1,5.1,4.8,3.22,Moderate,6,8,1.0,2.0,0
2.3,0.4,3.9,3.04,High,10,8,1.0,5.0,0
2.3,0.4,3.9,3.04,High,10,8,5.0,2.0,0
2.3,0.4,3.9,3.04,High,10,8,5.0,1.0,1
1.6,0.6,7.6,3.38,Moderate,8,6,4.0,1.0,0
1.6,0.6,7.6,3.38,Moderate,8,6,3.0,5.0,0
1.6,0.6,7.6,3.38,Moderate,8,6,3.0,3.0,1
1.6,0.6,7.6,3.38,Moderate,8,6,2.0,5.0,1
0.4,5.9,5.2,3.27,High,7,6,3.0,5.0,1
0.4,5.9,5.2,3.27,High,7,6,2.0,2.0,0
4.0,2.2,0.5,2.91,High,9,8,3.0,1.0,0
2.5,3.5,6.7,3.08,High,6,6,2.0,1.0,0
2.5,3.5,6.7,3.08,High,6,6,1.0,3.0,0
2.5,1.0,4.1,3.07,Moderate,7,9,3.0,1.0,0
2.5,1.0,4.1,3.07,Moderate,7,9,1.0,4.0,0
2.5,1.0,4.1,3.07,Moderate,7,9,1.0,3.0,0
2.0,1.5,6.9,2.88,Low,5,8,2.0,1.0,1
2.0,1.5,6.9,2.88,Low,5,8,5.0,2.0,1
1.6,2.4,2.8,3.51,High,8,9,3.0,3.0,1
1.6,2.4,2.8,3.51,High,8,9,3.0,2.0,0
3.7,0.7,6.2,3.15,Moderate,7,6,3.0,3.0,1
3.7,0.7,6.2,3.15,Moderate,7,6,2.0,4.0,0
3.7,0.7,6.2,3.15,Moderate,7,6,5.0,5.0,0
3.7,0.7,6.2,3.15,Moderate,7,6,5.0,5.0,1
3.7,0.7,6.2,3.15,Moderate,7,6,5.0,4.0,1
1.8,0.4,5.3,3.33,High,8,8,1.0,2.0,0
1.8,0.4,5.3,3.33,High,8,8,3.0,5.0,1
1.9,3.5,4.8,2.9,Low,6,8,5.0,5.0,1
1.9,3.5,4.8,2.9,Low,6,8,3.0,1.0,1
1.9,3.5,4.8,2.9,Low,6,8,3.0,3.0,1
1.9,3.5,4.8,2.9,Low,6,8,2.0,4.0,0
1.9,3.5,4.8,2.9,Low,6,8,5.0,3.0,1
1.9,3.5,4.8,2.9,Low,6,8,4.0,5.0,1
1.9,3.5,4.8,2.9,Low,6,8,5.0,5.0,1
1.9,3.5,4.8,2.9,Low,6,8,5.0,5.0,1
1.9,3.5,4.8,2.9,Low,6,8,1.0,4.0,0
1.9,3.5,4.8,2.9,Low,6,8,3.0,5.0,0
1.9,3.5,4.8,2.9,Low,6,8,1.0,4.0,1
1.9,3.5,4.8,2.9,Low,6,8,3.0,2.0,0
1.9,3.5,4.8,2.9,Low,6,8,3.0,1.0,0
1.9,3.5,4.8,2.9,Low,6,8,1.0,4.0,1
1.9,3.5,4.8,2.9,Low,6,8,5.0,4.0,1
1.4,2.4,7.6,3.15,High,7,6,3.0,3.0,1
1.4,2.4,7.6,3.15,High,7,6,2.0,4.0,0
1.4,2.4,7.6,3.15,High,7,6,5.0,5.0,0
1.4,2.4,7.6,3.15,High,7,6,5.0,5.0,1
1.4,2.4,7.6,3.15,High,7,6,5.0,4.0,1
0.2,3.6,6.4,2.75,Moderate,6,8,5.0,5.0,1
0.2,3.6,6.4,2.75,Moderate,6,8,2.0,1.0,0
3.1,5.1,0.3,3.45,High,9,6,3.0,4.0,1
3.1,5.1,0.3,3.45,High,9,6,5.0,3.0,1
3.1,5.1,0.3,3.45,High,9,6,3.0,4.0,0
3.7,1.9,2.1,2.68,Moderate,8,8,3.0,5.0,0
3.7,1.9,2.1,2.68,Moderate,8,8,4.0,5.0,1
3.7,1.9,2.1,2.68,Moderate,8,8,1.0,4.0,0
3.7,1.9,2.1,2.68,Moderate,8,8,4.0,4.0,1
3.7,1.9,2.1,2.68,Moderate,8,8,4.0,4.0,0
3.3,1.3,2.4,3.35,High,9,8,2.0,4.0,0
2.2,2.3,1.4,3.44,High,9,9,4.0,2.0,1
2.2,2.3,1.4,3.44,High,9,9,1.0,2.0,1
2.2,2.3,1.4,3.44,High,9,9,1.0,4.0,0
2.2,2.3,1.4,3.44,High,9,9,1.0,5.0,1
2.2,2.3,1.4,3.44,High,9,9,4.0,5.0,1
3.8,3.3,2.1,3.33,Moderate,7,8,3.0,3.0,1
2.5,1.1,6.4,2.94,Moderate,6,8,3.0,4.0,0
2.1,4.0,3.0,3.2,High,9,6,5.0,3.0,1
3.4,3.0,5.0,3.37,High,7,6,3.0,4.0,1
3.4,3.0,5.0,3.37,High,7,6,1.0,1.0,0
3.4,0.3,4.1,3.48,High,10,6,5.0,3.0,1
3.4,0.3,4.1,3.48,High,10,6,3.0,3.0,1
3.4,0.3,4.1,3.48,High,10,6,3.0,4.0,0
3.4,0.3,4.1,3.48,High,10,6,3.0,5.0,1
3.4,0.3,4.1,3.48,High,10,6,4.0,3.0,1
3.4,0.3,4.1,3.48,High,10,6,2.0,5.0,1
3.4,0.3,4.1,3.48,High,10,6,3.0,2.0,0
3.4,0.3,4.1,3.48,High,10,6,1.0,1.0,0
3.4,0.3,4.1,3.48,High,10,6,5.0,3.0,1
3.4,0.3,4.1,3.48,High,10,6,1.0,5.0,0
3.4,0.3,4.1,3.48,High,10,6,3.0,3.0,1
3.4,0.3,4.1,3.48,High,10,6,1.0,5.0,1
0.5,3.1,9.0,2.73,High,6,6,4.0,5.0,1
0.5,3.1,9.0,2.73,High,6,6,4.0,3.0,1
0.5,3.1,9.0,2.73,High,6,6,5.0,3.0,1
0.7,5.7,5.4,3.31,High,7,6,3.0,5.0,0
1.6,0.6,9.0,3.12,Moderate,7,6,4.0,3.0,1
1.6,0.6,9.0,3.12,Moderate,7,6,5.0,4.0,1
1.0,3.0,0.6,3.4,High,10,9,3.0,1.0,1
1.0,3.0,0.6,3.4,High,10,9,4.0,5.0,0
1.0,3.0,0.6,3.4,High,10,9,2.0,2.0,0
1.0,3.0,0.6,3.4,High,10,9,4.0,5.0,1
1.0,3.0,0.6,3.4,High,10,9,2.0,3.0,0
0.2,0.8,5.2,3.49,High,9,8,1.0,1.0,0
0.2,0.8,5.2,3.49,High,9,8,2.0,5.0,1
0.2,0.8,5.2,3.49,High,9,8,2.0,3.0,1
0.2,0.8,5.2,3.49,High,9,8,5.0,3.0,1
4.0,1.6,2.9,3.39,High,10,6,2.0,2.0,0
4.0,1.6,2.9,3.39,High,10,6,3.0,4.0,1
1.4,3.5,4.0,3.48,Moderate,7,8,1.0,1.0,0
1.4,3.5,4.0,3.48,Moderate,7,8,3.0,2.0,0
1.4,3.5,4.0,3.48,Moderate,7,8,3.0,3.0,0
1.4,3.5,4.0,3.48,Moderate,7,8,5.0,5.0,1
1.9,3.4,5.1,3.01,Low,6,8,3.0,5.0,0
1.9,3.4,5.1,3.01,Low,6,8,4.0,5.0,1
1.9,3.4,5.1,3.01,Low,6,8,3.0,5.0,1
1.9,3.4,5.1,3.01,Low,6,8,4.0,4.0,1
1.9,3.4,5.1,3.01,Low,6,8,3.0,3.0,0
1.4,3.4,5.2,2.6,Low,5,9,3.0,1.0,0
2.8,4.8,2.3,3.08,Moderate,6,8,5.0,2.0,1
0.5,2.5,7.3,3.4,Moderate,7,6,4.0,3.0,1
0.5,2.5,7.3,3.4,Moderate,7,6,2.0,2.0,1
2.1,0.0,7.5,2.83,Moderate,8,6,3.0,3.0,1
2.1,0.0,7.5,2.83,Moderate,8,6,2.0,4.0,1
2.1,0.0,7.5,2.83,Moderate,8,6,4.0,2.0,1
0.1,5.6,1.7,3.3,High,9,8,3.0,4.0,1
0.1,5.6,1.7,3.3,High,9,8,4.0,2.0,1
0.1,5.6,1.7,3.3,High,9,8,5.0,2.0,1
0.1,5.6,1.7,3.3,High,9,8,4.0,3.0,1
0.1,5.6,1.7,3.3,High,9,8,4.0,3.0,1
3.6,0.1,6.7,3.38,Moderate,8,6,4.0,1.0,0
3.6,0.1,6.7,3.38,Moderate,8,6,3.0,5.0,0
3.6,0.1,6.7,3.38,Moderate,8,6,3.0,3.0,1
3.6,0.1,6.7,3.38,Moderate,8,6,2.0,5.0,1
3.7,0.7,3.0,3.57,High,9,8,1.0,2.0,0
0.8,1.8,8.9,3.37,Moderate,6,6,4.0,1.0,0
0.1,5.3,3.1,3.92,High,10,6,1.0,5.0,0
0.1,5.3,3.1,3.92,High,10,6,2.0,2.0,0
0.1,5.3,3.1,3.92,High,10,6,2.0,4.0,0
0.1,5.3,3.1,3.92,High,10,6,4.0,4.0,0
0.9,5.2,5.9,2.9,High,6,6,2.0,1.0,0
0.9,5.2,5.9,2.9,High,6,6,3.0,5.0,1
0.9,5.2,5.9,2.9,High,6,6,3.0,2.0,1
0.9,5.2,5.9,2.9,High,6,6,3.0,4.0,1
0.9,5.2,5.9,2.9,High,6,6,4.0,5.0,1
0.9,5.2,5.9,2.9,High,6,6,2.0,1.0,0
2.7,4.5,3.1,2.97,Moderate,8,6,3.0,3.0,1
2.7,4.5,3.1,2.97,Moderate,8,6,2.0,4.0,0
1.2,3.2,1.0,3.26,High,10,9,3.0,3.0,0
1.2,3.2,1.0,3.26,High,10,9,4.0,5.0,1
1.2,3.2,1.0,3.26,High,10,9,3.0,4.0,1
1.2,3.2,1.0,3.26,High,10,9,5.0,5.0,1
1.2,3.2,1.0,3.26,High,10,9,5.0,5.0,1
1.2,3.2,1.0,3.26,High,10,9,4.0,2.0,1
1.2,3.2,1.0,3.26,High,10,9,3.0,5.0,1
1.2,3.2,1.0,3.26,High,10,9,5.0,5.0,1
2.9,1.0,3.8,3.2,High,8,8,4.0,5.0,0
1.1,4.7,5.2,3.2,Moderate,7,6,4.0,5.0,1
1.1,4.7,5.2,3.2,Moderate,7,6,4.0,2.0,1
1.1,4.7,5.2,3.2,Moderate,7,6,5.0,3.0,1
1.1,4.7,5.2,3.2,Moderate,7,6,5.0,5.0,1
2.0,1.9,6.3,2.81,High,8,6,3.0,2.0,1
2.0,1.9,6.3,2.81,High,8,6,1.0,1.0,0
2.0,1.9,6.3,2.81,High,8,6,4.0,2.0,0
2.0,1.9,6.3,2.81,High,8,6,5.0,5.0,1
2.0,1.9,6.3,2.81,High,8,6,5.0,3.0,1
2.0,1.9,6.3,2.81,High,8,6,5.0,1.0,1
2.0,1.9,6.3,2.81,High,8,6,4.0,4.0,1
3.4,5.6,0.3,3.59,High,9,6,5.0,4.0,0
0.5,4.2,1.5,3.17,High,9,8,3.0,3.0,0
0.5,4.2,1.5,3.17,High,9,8,4.0,3.0,1
0.5,4.2,1.5,3.17,High,9,8,5.0,5.0,1
2.9,3.6,4.0,3.13,Low,6,8,2.0,3.0,0
2.9,3.6,4.0,3.13,Low,6,8,2.0,5.0,1
2.9,3.6,4.0,3.13,Low,6,8,3.0,4.0,0
2.9,3.6,4.0,3.13,Low,6,8,3.0,4.0,1
3.3,3.1,1.2,3.34,Moderate,7,9,5.0,2.0,1
3.5,0.6,4.5,3.23,Moderate,7,9,3.0,1.0,1
1.6,0.1,7.7,3.42,High,9,6,5.0,4.0,1
1.6,0.1,7.7,3.42,High,9,6,1.0,4.0,1
1.6,0.1,7.7,3.42,High,9,6,3.0,5.0,0
3.5,2.9,2.9,3.04,Moderate,7,8,1.0,2.0,0
3.5,2.9,2.9,3.04,Moderate,7,8,3.0,1.0,0
3.5,2.9,2.9,3.04,Moderate,7,8,1.0,4.0,0
0.8,3.4,1.8,3.1,High,9,9,4.0,3.0,0
0.8,3.4,1.8,3.1,High,9,9,3.0,2.0,1
3.0,1.9,5.2,2.48,Moderate,6,8,1.0,1.0,0
3.0,1.9,5.2,2.48,Moderate,6,8,1.0,1.0,0
3.0,1.9,5.2,2.48,Moderate,6,8,5.0,1.0,1
3.0,1.9,5.2,2.48,Moderate,6,8,3.0,5.0,1
3.0,1.9,5.2,2.48,Moderate,6,8,3.0,5.0,1
3.4,0.4,1.9,3.5,High,10,9,2.0,1.0,0
3.4,0.4,1.9,3.5,High,10,9,3.0,2.0,0
3.4,0.4,1.9,3.5,High,10,9,1.0,2.0,0
3.4,0.4,1.9,3.5,High,10,9,3.0,5.0,1
3.4,0.4,1.9,3.5,High,10,9,2.0,1.0,0
3.4,0.4,1.9,3.5,High,10,9,5.0,4.0,1
3.4,0.4,1.9,3.5,High,10,9,5.0,3.0,1
3.4,0.4,1.9,3.5,High,10,9,4.0,5.0,1
0.5,2.1,6.6,3.11,Moderate,7,8,1.0,3.0,1
1.8,3.1,4.0,2.92,Moderate,7,8,5.0,4.0,1
3.9,1.0,2.9,3.11,Moderate,7,9,3.0,3.0,1
3.9,1.0,2.9,3.11,Moderate,7,9,3.0,2.0,0
3.9,1.0,2.9,3.11,Moderate,7,9,5.0,5.0,1
4.0,0.3,2.7,2.96,Moderate,8,9,3.0,5.0,0
1.6,4.9,6.3,3.01,Low,5,6,2.0,2.0,0
1.6,4.9,6.3,3.01,Low,5,6,2.0,1.0,0
0.7,1.7,8.5,2.64,Low,5,8,5.0,4.0,1
0.7,1.7,8.5,2.64,Low,5,8,4.0,5.0,1
0.7,1.7,8.5,2.64,Low,5,8,4.0,4.0,1
1.5,5.4,0.6,2.65,Moderate,7,9,2.0,4.0,1
1.5,5.4,0.6,2.65,Moderate,7,9,2.0,3.0,1
1.5,5.4,0.6,2.65,Moderate,7,9,3.0,5.0,1
0.6,1.0,6.2,3.16,Moderate,8,8,1.0,2.0,0
0.6,1.0,6.2,3.16,Moderate,8,8,1.0,5.0,0
0.8,5.6,3.8,3.45,High,8,6,1.0,1.0,0
0.8,5.6,3.8,3.45,High,8,6,5.0,2.0,1
0.8,5.6,3.8,3.45,High,8,6,3.0,2.0,0
0.8,5.6,3.8,3.45,High,8,6,3.0,5.0,1
3.5,2.3,0.5,3.4,High,10,8,3.0,2.0,0
3.5,2.3,0.5,3.4,High,10,8,5.0,1.0,1
3.5,2.3,0.5,3.4,High,10,8,5.0,5.0,1
2.6,4.2,2.7,2.83,Moderate,6,8,4.0,5.0,1
3.3,2.8,5.1,2.92,Moderate,7,6,2.0,1.0,0
3.3,2.8,5.1,2.92,Moderate,7,6,1.0,1.0,0
0.3,1.8,9.3,3.15,High,7,6,3.0,3.0,1
0.3,1.8,9.3,3.15,High,7,6,2.0,4.0,0
0.3,1.8,9.3,3.15,High,7,6,5.0,5.0,0
0.3,1.8,9.3,3.15,High,7,6,5.0,5.0,1
0.3,1.8,9.3,3.15,High,7,6,5.0,4.0,1
1.8,1.2,9.1,2.99,High,6,6,5.0,3.0,1
1.8,1.2,9.1,2.99,High,6,6,5.0,2.0,1
1.8,1.2,9.1,2.99,High,6,6,5.0,3.0,1
1.8,1.2,9.1,2.99,High,6,6,3.0,4.0,1
1.8,1.2,9.1,2.99,High,6,6,5.0,3.0,0
1.8,1.2,9.1,2.99,High,6,6,5.0,4.0,1
1.8,1.2,9.1,2.99,High,6,6,5.0,3.0,1
1.8,1.2,9.1,2.99,High,6,6,3.0,3.0,1
0.6,3.6,3.4,3.26,Moderate,8,9,4.0,4.0,1
0.6,3.6,3.4,3.26,Moderate,8,9,2.0,2.0,0
0.6,3.6,3.4,3.26,Moderate,8,9,2.0,5.0,0
3.6,2.0,7.5,2.53,High,5,6,2.0,3.0,0
0.4,4.6,0.8,3.58,High,9,9,4.0,2.0,0
0.4,4.6,0.8,3.58,High,9,9,1.0,1.0,0
0.4,4.6,0.8,3.58,High,9,9,4.0,5.0,1
0.4,4.6,0.8,3.58,High,9,9,4.0,5.0,1
3.4,2.0,2.5,3.18,Moderate,8,8,5.0,1.0,0
3.4,2.0,2.5,3.18,Moderate,8,8,3.0,2.0,0
3.4,2.0,2.5,3.18,Moderate,8,8,4.0,5.0,1
3.4,2.0,2.5,3.18,Moderate,8,8,1.0,2.0,0
0.2,0.7,8.2,3.1,Moderate,6,9,5.0,1.0,0
2.1,3.6,4.0,2.9,Moderate,6,8,5.0,5.0,1
2.1,3.6,4.0,2.9,Moderate,6,8,3.0,1.0,1
2.1,3.6,4.0,2.9,Moderate,6,8,3.0,3.0,1
2.1,3.6,4.0,2.9,Moderate,6,8,2.0,4.0,0
2.1,3.6,4.0,2.9,Moderate,6,8,5.0,3.0,1
2.1,3.6,4.0,2.9,Moderate,6,8,4.0,5.0,1
2.1,3.6,4.0,2.9,Moderate,6,8,5.0,5.0,1
2.1,3.6,4.0,2.9,Moderate,6,8,5.0,5.0,1
2.1,3.6,4.0,2.9,Moderate,6,8,1.0,4.0,0
2.1,3.6,4.0,2.9,Moderate,6,8,3.0,5.0,0
2.1,3.6,4.0,2.9,Moderate,6,8,1.0,4.0,1
2.1,3.6,4.0,2.9,Moderate,6,8,3.0,2.0,0
2.1,3.6,4.0,2.9,Moderate,6,8,3.0,1.0,0
2.1,3.6,4.0,2.9,Moderate,6,8,1.0,4.0,1
2.1,3.6,4.0,2.9,Moderate,6,8,5.0,4.0,1
3.9,3.1,0.3,2.99,High,8,9,5.0,5.0,1
3.9,3.1,0.3,2.99,High,8,9,1.0,4.0,1
3.9,3.1,0.3,2.99,High,8,9,2.0,4.0,0
3.9,3.1,0.3,2.99,High,8,9,2.0,4.0,1
3.9,3.1,0.3,2.99,High,8,9,4.0,3.0,0
3.9,3.1,0.3,2.99,High,8,9,2.0,5.0,0
3.9,3.1,0.3,2.99,High,8,9,1.0,3.0,1
2.4,4.0,2.8,3.59,High,9,6,5.0,4.0,0
